,sbj_ID,rec_id,msgs,fixations,morph_type,lst_type,target,preview,sentence,boundary_index,sentence_len,boundary_shift,pre_target,post_target,type,TextBlock,adjusted_seq,trial_issue,noshorts_seq,nolongs_seq,cleaned_seq,trial_id,GD_all,FFD_all,GPD_all,FoM_all,GD_noshortfixs,FFD_noshortfixs,GPD_noshortfixs,FoM_noshortfixs,GD_nolongfixs,FFD_nolongfixs,GPD_nolongfixs,FoM_nolongfixs,GD_cleanedfixs,FFD_cleanedfixs,GPD_cleanedfixs,FoM_cleanedfixs,trial_type
109,63,228,"['trial 110 start', 'trial 110 end']","FixationSequence[Fixation[326,540], ..., Fixation[1366,532]]",simple,2,lettuce,bvqsyzf,This will keep your X fresh and crunchy all week long.,19,60,-336.0,This will keep your , fresh and crunchy all week long.,trial,TextBlock[This will keep yo...],"FixationSequence[Fixation[326,534], ..., Fixation[1366,534]]",N-1_SKIP,"FixationSequence[Fixation[326,534], ..., Fixation[1366,534]]","FixationSequence[Fixation[326,534], ..., Fixation[1366,534]]","FixationSequence[Fixation[326,534], ..., Fixation[1366,534]]",,,,,,,,,,,,,,,,,,illegal_nonword
110,63,229,"['trial 111 start', 'trial 111 end']","FixationSequence[Fixation[322,537], ..., Fixation[1231,557]]",complex,1,acidity,acidity,You can increase X by adding lemon juice to the mixture.,16,62,-384.0,You can increase , by adding lemon juice to the mixture.,trial,TextBlock[You can increase ...],"FixationSequence[Fixation[322,534], ..., Fixation[1231,534]]",N,"FixationSequence[Fixation[322,534], ..., Fixation[1231,534]]","FixationSequence[Fixation[322,534], ..., Fixation[1231,534]]","FixationSequence[Fixation[322,534], ..., Fixation[1231,534]]",111.0,243.0,243.0,243.0,,243.0,243.0,243.0,,243.0,243.0,243.0,,243.0,243.0,243.0,,identical
111,63,230,"['trial 112 start', 'trial 112 end']","FixationSequence[Fixation[322,559], ..., Fixation[1606,526]]",complex,2,signals,mdhvcrk,Maybe some of those X aren't coming from outer space.,19,59,-336.0,Maybe some of those , aren't coming from outer space.,trial,TextBlock[Maybe some of tho...],"FixationSequence[Fixation[322,534], ..., Fixation[1606,534]]",N,"FixationSequence[Fixation[322,534], ..., Fixation[1606,534]]","FixationSequence[Fixation[397,534], ..., Fixation[1606,534]]","FixationSequence[Fixation[397,534], ..., Fixation[1606,534]]",112.0,384.0,173.0,384.0,173.0,384.0,173.0,384.0,173.0,384.0,173.0,384.0,173.0,384.0,173.0,384.0,173.0,illegal_nonword
112,63,237,"['trial 113 start', 'trial 113 end']","FixationSequence[Fixation[321,570], ..., Fixation[1541,550]]",complex,4,fortress,ydnxklgm,John had made a personal X of his library and was a private scholar.,24,75,-256.0,John had made a personal , of his library and was a private scholar.,trial,TextBlock[John had made a p...],"FixationSequence[Fixation[321,534], ..., Fixation[1541,534]]",N,"FixationSequence[Fixation[321,534], ..., Fixation[1541,534]]","FixationSequence[Fixation[376,534], ..., Fixation[1541,534]]","FixationSequence[Fixation[376,534], ..., Fixation[1541,534]]",113.0,478.0,478.0,478.0,,478.0,478.0,478.0,,478.0,478.0,478.0,,478.0,478.0,478.0,,illegal_nonword
113,63,238,"['trial 114 start', 'trial 114 end']","FixationSequence[Fixation[325,608], ..., Fixation[1606,549]]",complex,4,greatness,grandezza,Make your way towards X by pushing yourself to be better.,21,65,-304.0,Make your way towards , by pushing yourself to be better.,trial,TextBlock[Make your way tow...],"FixationSequence[Fixation[325,534], ..., Fixation[1606,534]]",N,"FixationSequence[Fixation[325,534], ..., Fixation[1606,534]]","FixationSequence[Fixation[325,534], ..., Fixation[1606,534]]","FixationSequence[Fixation[325,534], ..., Fixation[1606,534]]",114.0,479.0,178.0,479.0,178.0,479.0,178.0,479.0,178.0,479.0,178.0,479.0,178.0,479.0,178.0,479.0,178.0,cognate
114,63,239,"['trial 115 start', 'trial 115 end']","FixationSequence[Fixation[319,535], ..., Fixation[1476,535]]",complex,4,furious,wlxdhty,I'm still incredibly X that I wasn't invited to the birthday party.,20,73,-320.0,I'm still incredibly , that I wasn't invited to the birthday party.,trial,TextBlock[I'm still incredi...],"FixationSequence[Fixation[319,534], ..., Fixation[1476,534]]",N,"FixationSequence[Fixation[319,534], ..., Fixation[1476,534]]","FixationSequence[Fixation[319,534], ..., Fixation[1476,534]]","FixationSequence[Fixation[319,534], ..., Fixation[1476,534]]",115.0,378.0,378.0,378.0,,378.0,378.0,378.0,,378.0,378.0,378.0,,378.0,378.0,378.0,,illegal_nonword
115,63,246,"['trial 116 start', 'trial 116 end']","FixationSequence[Fixation[332,608], ..., Fixation[1534,542]]",simple,3,sponge,plande,This type of natural X is exactly what you need to clean your house.,20,73,-320.0,This type of natural , is exactly what you need to clean your house.,trial,TextBlock[This type of natu...],"FixationSequence[Fixation[332,534], ..., Fixation[1534,534]]",N,"FixationSequence[Fixation[332,534], ..., Fixation[1534,534]]","FixationSequence[Fixation[329,534], ..., Fixation[1534,534]]","FixationSequence[Fixation[329,534], ..., Fixation[1534,534]]",116.0,233.0,233.0,233.0,,233.0,233.0,233.0,,233.0,233.0,233.0,,233.0,233.0,233.0,,legal_nonword
116,63,247,"['trial 117 start', 'trial 117 end']","FixationSequence[Fixation[330,548], ..., Fixation[1361,518]]",complex,2,audible,audible,It was almost X how excited she was at the news.,13,54,-432.0,It was almost , how excited she was at the news.,trial,TextBlock[It was almost aud...],"FixationSequence[Fixation[330,534], ..., Fixation[1361,534]]",N,"FixationSequence[Fixation[330,534], ..., Fixation[1361,534]]","FixationSequence[Fixation[411,534], ..., Fixation[1361,534]]","FixationSequence[Fixation[411,534], ..., Fixation[1361,534]]",117.0,267.0,267.0,267.0,,267.0,267.0,267.0,,267.0,267.0,267.0,,267.0,267.0,267.0,,identical
117,63,248,"['trial 118 start', 'trial 118 end']","FixationSequence[Fixation[331,542], ..., Fixation[1661,534]]",complex,2,audible,zpngfvj,The dog is definitely X when he spots a cat down the street.,21,66,-304.0,The dog is definitely , when he spots a cat down the street.,trial,TextBlock[The dog is defini...],"FixationSequence[Fixation[331,534], ..., Fixation[1661,534]]",N,"FixationSequence[Fixation[331,534], ..., Fixation[1661,534]]","FixationSequence[Fixation[427,534], ..., Fixation[1661,534]]","FixationSequence[Fixation[427,534], ..., Fixation[1661,534]]",118.0,292.0,292.0,292.0,,292.0,292.0,292.0,,292.0,292.0,292.0,,292.0,292.0,292.0,,illegal_nonword
118,63,252,"['trial 119 start', 'trial 119 end']","FixationSequence[Fixation[326,562], ..., Fixation[1385,560]]",complex,3,dignified,dinnisito,He doesn't deserve a graceful X exit after what he's done.,29,66,-176.0,He doesn't deserve a graceful , exit after what he's done.,trial,TextBlock[He doesn't deserv...],"FixationSequence[Fixation[326,534], ..., Fixation[1385,534]]",N,"FixationSequence[Fixation[326,534], ..., Fixation[1385,534]]","FixationSequence[Fixation[326,534], ..., Fixation[1385,534]]","FixationSequence[Fixation[326,534], ..., Fixation[1385,534]]",119.0,186.0,186.0,747.0,,186.0,186.0,747.0,,186.0,186.0,747.0,,186.0,186.0,747.0,,legal_nonword
119,63,253,"['trial 120 start', 'trial 120 end']","FixationSequence[Fixation[323,578], ..., Fixation[1482,554]]",simple,2,theorem,wnbpjdc,It is a solid X now despite the time it took to prove it.,13,63,-432.0,It is a solid , now despite the time it took to prove it.,trial,TextBlock[It is a solid the...],"FixationSequence[Fixation[323,534], ..., Fixation[1482,534]]",N,"FixationSequence[Fixation[323,534], ..., Fixation[1482,534]]","FixationSequence[Fixation[323,534], ..., Fixation[1482,534]]","FixationSequence[Fixation[323,534], ..., Fixation[1482,534]]",120.0,255.0,255.0,255.0,,255.0,255.0,255.0,,255.0,255.0,255.0,,255.0,255.0,255.0,,illegal_nonword
120,63,257,"['trial 121 start', 'trial 121 end']","FixationSequence[Fixation[319,579], ..., Fixation[1590,531]]",simple,3,hybrid,nobred,I decided to invent X bicycles because the planet needed our help.,19,71,-336.0,I decided to invent , bicycles because the planet needed our help.,trial,TextBlock[I decided to inve...],"FixationSequence[Fixation[319,534], ..., Fixation[1590,534]]",N,"FixationSequence[Fixation[319,534], ..., Fixation[1590,534]]","FixationSequence[Fixation[319,534], ..., Fixation[1590,534]]","FixationSequence[Fixation[319,534], ..., Fixation[1590,534]]",121.0,402.0,197.0,402.0,197.0,402.0,197.0,402.0,197.0,402.0,197.0,402.0,197.0,402.0,197.0,402.0,197.0,legal_nonword
121,63,258,"['trial 122 start', 'trial 122 end']","FixationSequence[Fixation[331,572], ..., Fixation[1461,580]]",complex,1,sensitive,sensitive,The Arctic Ocean is more X to changes in climate.,24,57,-256.0,The Arctic Ocean is more , to changes in climate.,trial,TextBlock[The Arctic Ocean ...],"FixationSequence[Fixation[331,534], ..., Fixation[1461,534]]",N,"FixationSequence[Fixation[331,534], ..., Fixation[1461,534]]","FixationSequence[Fixation[331,534], ..., Fixation[1461,534]]","FixationSequence[Fixation[331,534], ..., Fixation[1461,534]]",122.0,187.0,187.0,187.0,,187.0,187.0,187.0,,187.0,187.0,187.0,,187.0,187.0,187.0,,identical
122,63,259,"['trial 123 start', 'trial 123 end']","FixationSequence[Fixation[345,598], ..., Fixation[1539,545]]",complex,3,european,europeo ,Half of the recent X car sales are reported to be electric cars.,18,71,-352.0,Half of the recent , car sales are reported to be electric cars.,trial,TextBlock[Half of the recen...],"FixationSequence[Fixation[345,534], ..., Fixation[1539,534]]",N,"FixationSequence[Fixation[345,534], ..., Fixation[1539,534]]","FixationSequence[Fixation[345,534], ..., Fixation[1539,534]]","FixationSequence[Fixation[345,534], ..., Fixation[1539,534]]",123.0,326.0,207.0,326.0,207.0,326.0,207.0,326.0,207.0,326.0,207.0,326.0,207.0,326.0,207.0,326.0,207.0,cognate
123,63,260,"['trial 124 start', 'trial 124 end']","FixationSequence[Fixation[332,577], ..., Fixation[1187,725]]",simple,2,yellow,yellow,Yesterday he declared X alerts for several areas.,21,54,-304.0,Yesterday he declared , alerts for several areas.,trial,TextBlock[Yesterday he decl...],"FixationSequence[Fixation[332,534], ..., Fixation[1187,534]]",N,"FixationSequence[Fixation[332,534], ..., Fixation[1187,534]]","FixationSequence[Fixation[332,534], ..., Fixation[1187,534]]","FixationSequence[Fixation[332,534], ..., Fixation[1187,534]]",124.0,234.0,234.0,234.0,,234.0,234.0,234.0,,234.0,234.0,234.0,,234.0,234.0,234.0,,identical
124,63,261,"['trial 125 start', 'trial 125 end']","FixationSequence[Fixation[324,560], ..., Fixation[1457,533]]",simple,1,island,island,The beauty of this amazing X is one of my best memories.,26,61,-224.0,The beauty of this amazing , is one of my best memories.,trial,TextBlock[The beauty of thi...],"FixationSequence[Fixation[324,534], ..., Fixation[1457,534]]",N,"FixationSequence[Fixation[324,534], ..., Fixation[1457,534]]","FixationSequence[Fixation[324,534], ..., Fixation[1457,534]]","FixationSequence[Fixation[324,534], ..., Fixation[1457,534]]",125.0,248.0,248.0,248.0,,248.0,248.0,248.0,,248.0,248.0,248.0,,248.0,248.0,248.0,,identical
125,63,262,"['trial 126 start', 'trial 126 end']","FixationSequence[Fixation[333,572], ..., Fixation[1645,520]]",simple,2,horror,mgdkzq,Think of it as a typical X film where the monsters end up defeated.,24,72,-256.0,Think of it as a typical , film where the monsters end up defeated.,trial,TextBlock[Think of it as a ...],"FixationSequence[Fixation[333,534], ..., Fixation[1645,534]]",N,"FixationSequence[Fixation[333,534], ..., Fixation[1441,534]]","FixationSequence[Fixation[428,534], ..., Fixation[1645,534]]","FixationSequence[Fixation[428,534], ..., Fixation[1441,534]]",126.0,606.0,606.0,606.0,,606.0,606.0,606.0,,606.0,606.0,606.0,,606.0,606.0,606.0,,illegal_nonword
126,63,263,"['trial 127 start', 'trial 127 end']","FixationSequence[Fixation[330,631], ..., Fixation[1118,590]]",complex,3,gracious,grazioso,My mother was always X with her house guests.,20,52,-320.0,My mother was always , with her house guests.,trial,TextBlock[My mother was alw...],"FixationSequence[Fixation[330,534], ..., Fixation[1118,534]]",N,"FixationSequence[Fixation[330,534], ..., Fixation[1118,534]]","FixationSequence[Fixation[330,534], ..., Fixation[1118,534]]","FixationSequence[Fixation[330,534], ..., Fixation[1118,534]]",127.0,353.0,268.0,353.0,268.0,353.0,268.0,353.0,268.0,353.0,268.0,353.0,268.0,353.0,268.0,353.0,268.0,cognate
127,63,264,"['trial 128 start', 'trial 128 end']","FixationSequence[Fixation[321,543], ..., Fixation[1508,535]]",simple,4,surprise,vbqjyzch,John could always X Jane on their anniversary.,17,53,-368.0,John could always , Jane on their anniversary.,trial,TextBlock[John could always...],"FixationSequence[Fixation[321,534], ..., Fixation[1508,534]]",N,"FixationSequence[Fixation[321,534], ..., Fixation[1508,534]]","FixationSequence[Fixation[406,534], ..., Fixation[1508,534]]","FixationSequence[Fixation[406,534], ..., Fixation[1508,534]]",128.0,288.0,207.0,288.0,207.0,288.0,207.0,288.0,207.0,288.0,207.0,288.0,207.0,288.0,207.0,288.0,207.0,illegal_nonword
0,64,14,"['trial 1 start', 'trial 1 end']","FixationSequence[Fixation[325,536], ..., Fixation[1321,560]]",complex,2,genetics,jwxmbryz,That is partly about X and partly about how you were raised.,20,67,-320.0,That is partly about , and partly about how you were raised.,trial,TextBlock[That is partly ab...],"FixationSequence[Fixation[325,534], ..., Fixation[1321,534]]",N,"FixationSequence[Fixation[325,534], ..., Fixation[1400,534]]","FixationSequence[Fixation[390,534], ..., Fixation[1321,534]]","FixationSequence[Fixation[390,534], ..., Fixation[1400,534]]",1.0,682.0,434.0,682.0,434.0,682.0,434.0,682.0,434.0,682.0,434.0,682.0,434.0,682.0,434.0,682.0,434.0,illegal_nonword
1,64,15,"['trial 2 start', 'trial 2 end']","FixationSequence[Fixation[328,530], ..., Fixation[1288,556]]",complex,3,violence,vielerce,Let's talk about X in a home environment between parents.,16,64,-384.0,Let's talk about , in a home environment between parents.,trial,TextBlock[Let's talk about ...],"FixationSequence[Fixation[328,534], ..., Fixation[1288,534]]",N,"FixationSequence[Fixation[328,534], ..., Fixation[1288,534]]","FixationSequence[Fixation[328,534], ..., Fixation[1288,534]]","FixationSequence[Fixation[328,534], ..., Fixation[1288,534]]",2.0,328.0,160.0,328.0,160.0,328.0,160.0,328.0,160.0,328.0,160.0,328.0,160.0,328.0,160.0,328.0,160.0,legal_nonword
2,64,19,"['trial 3 start', 'trial 3 end']","FixationSequence[Fixation[316,528], ..., Fixation[1488,558]]",simple,4,sponge,qmxhkc,This type of natural X is exactly what you need to clean your house.,20,73,-320.0,This type of natural , is exactly what you need to clean your house.,trial,TextBlock[This type of natu...],"FixationSequence[Fixation[316,534], ..., Fixation[1488,534]]",N,"FixationSequence[Fixation[316,534], ..., Fixation[1488,534]]","FixationSequence[Fixation[392,534], ..., Fixation[1488,534]]","FixationSequence[Fixation[392,534], ..., Fixation[1488,534]]",3.0,394.0,273.0,1726.0,273.0,394.0,273.0,1726.0,273.0,394.0,273.0,1726.0,273.0,394.0,273.0,1726.0,273.0,illegal_nonword
3,64,20,"['trial 4 start', 'trial 4 end']","FixationSequence[Fixation[324,531], ..., Fixation[1550,541]]",simple,4,marathon,maratona,He missed the previous X and the one before that because of an injury.,22,77,-288.0,He missed the previous , and the one before that because of an injury.,trial,TextBlock[He missed the pre...],"FixationSequence[Fixation[324,534], ..., Fixation[1550,534]]",N,"FixationSequence[Fixation[324,534], ..., Fixation[1550,534]]","FixationSequence[Fixation[392,534], ..., Fixation[1550,534]]","FixationSequence[Fixation[392,534], ..., Fixation[1550,534]]",4.0,588.0,205.0,1128.0,205.0,588.0,205.0,1128.0,205.0,588.0,205.0,1128.0,205.0,588.0,205.0,1128.0,205.0,cognate
4,64,21,"['trial 5 start', 'trial 5 end']","FixationSequence[Fixation[321,532], ..., Fixation[1332,554]]",complex,1,pianists,pianists,She wanted three X in the concert but only two arrived.,16,62,-384.0,She wanted three , in the concert but only two arrived.,trial,TextBlock[She wanted three ...],"FixationSequence[Fixation[321,534], ..., Fixation[1332,534]]",N,"FixationSequence[Fixation[321,534], ..., Fixation[1332,534]]","FixationSequence[Fixation[378,534], ..., Fixation[1332,534]]","FixationSequence[Fixation[378,534], ..., Fixation[1332,534]]",5.0,1021.0,187.0,1021.0,187.0,1021.0,187.0,1021.0,187.0,1021.0,187.0,1021.0,187.0,1021.0,187.0,1021.0,187.0,identical
5,64,28,"['trial 6 start', 'trial 6 end']","FixationSequence[Fixation[319,524], ..., Fixation[1386,552]]",complex,4,northern,qsxpzmbk,This is the great X tradition of coffee breaks called fika.,17,66,-368.0,This is the great , tradition of coffee breaks called fika.,trial,TextBlock[This is the great...],"FixationSequence[Fixation[319,534], ..., Fixation[1386,534]]",N,"FixationSequence[Fixation[319,534], ..., Fixation[1386,534]]","FixationSequence[Fixation[362,534], ..., Fixation[1386,534]]","FixationSequence[Fixation[362,534], ..., Fixation[1386,534]]",6.0,918.0,269.0,918.0,269.0,918.0,269.0,918.0,269.0,918.0,269.0,918.0,269.0,918.0,269.0,918.0,269.0,illegal_nonword
6,64,32,"['trial 7 start', 'trial 7 end']","FixationSequence[Fixation[316,516], ..., Fixation[1369,566]]",simple,3,spinach,slinaco,After a short wait seven X bowls were brought to the table.,24,65,-256.0,After a short wait seven , bowls were brought to the table.,trial,TextBlock[After a short wai...],"FixationSequence[Fixation[316,534], ..., Fixation[1369,534]]",N,"FixationSequence[Fixation[316,534], ..., Fixation[1369,534]]","FixationSequence[Fixation[368,534], ..., Fixation[1369,534]]","FixationSequence[Fixation[368,534], ..., Fixation[1369,534]]",7.0,585.0,220.0,1369.0,220.0,585.0,220.0,1369.0,220.0,585.0,220.0,1369.0,220.0,585.0,220.0,1369.0,220.0,legal_nonword
7,64,36,"['trial 8 start', 'trial 8 end']","FixationSequence[Fixation[328,527], ..., Fixation[1538,555]]",simple,1,molecule,maledule,For the journey every X will be reused in this sustainable spaceship.,21,76,-304.0,For the journey every , will be reused in this sustainable spaceship.,trial,TextBlock[For the journey e...],"FixationSequence[Fixation[328,534], ..., Fixation[1538,534]]",N,"FixationSequence[Fixation[328,534], ..., Fixation[1538,534]]","FixationSequence[Fixation[381,534], ..., Fixation[1538,534]]","FixationSequence[Fixation[381,534], ..., Fixation[1538,534]]",8.0,437.0,173.0,437.0,173.0,437.0,173.0,437.0,173.0,437.0,173.0,437.0,173.0,437.0,173.0,437.0,173.0,legal_nonword
8,64,37,"['trial 9 start', 'trial 9 end']","FixationSequence[Fixation[322,539], ..., Fixation[1509,567]]",simple,3,plaque,primue,The best way to eliminate X between your teeth is brushing them well.,25,74,-240.0,The best way to eliminate , between your teeth is brushing them well.,trial,TextBlock[The best way to e...],"FixationSequence[Fixation[322,534], ..., Fixation[1509,534]]",N,"FixationSequence[Fixation[322,534], ..., Fixation[1509,534]]","FixationSequence[Fixation[378,534], ..., Fixation[1509,534]]","FixationSequence[Fixation[378,534], ..., Fixation[1509,534]]",9.0,790.0,212.0,790.0,212.0,790.0,212.0,790.0,212.0,790.0,212.0,790.0,212.0,790.0,212.0,790.0,212.0,legal_nonword
9,64,38,"['trial 10 start', 'trial 10 end']","FixationSequence[Fixation[337,536], ..., Fixation[1472,555]]",simple,2,vehicle,pyjmgqd,Yesterday I saw another X on that street in the middle of the day.,23,72,-272.0,Yesterday I saw another , on that street in the middle of the day.,trial,TextBlock[Yesterday I saw a...],"FixationSequence[Fixation[337,534], ..., Fixation[1472,534]]",N,"FixationSequence[Fixation[337,534], ..., Fixation[1472,534]]","FixationSequence[Fixation[337,534], ..., Fixation[1472,534]]","FixationSequence[Fixation[337,534], ..., Fixation[1472,534]]",10.0,465.0,284.0,465.0,284.0,465.0,284.0,465.0,284.0,465.0,284.0,465.0,284.0,465.0,284.0,465.0,284.0,illegal_nonword
10,64,39,"['trial 11 start', 'trial 11 end']","FixationSequence[Fixation[324,527], ..., Fixation[1409,557]]",complex,1,furious,furious,Brian was clearly X about the grade he got for his final exam.,17,68,-368.0,Brian was clearly , about the grade he got for his final exam.,trial,TextBlock[Brian was clearly...],"FixationSequence[Fixation[324,534], ..., Fixation[1409,534]]",N,"FixationSequence[Fixation[324,534], ..., Fixation[1409,534]]","FixationSequence[Fixation[324,534], ..., Fixation[1409,534]]","FixationSequence[Fixation[324,534], ..., Fixation[1409,534]]",11.0,1072.0,206.0,1072.0,206.0,1072.0,206.0,1072.0,206.0,1072.0,206.0,1072.0,206.0,1072.0,206.0,1072.0,206.0,identical
11,64,40,"['trial 12 start', 'trial 12 end']","FixationSequence[Fixation[332,527], ..., Fixation[1409,527]]",complex,4,firmness,fermezza,He showed the same X with his children as with his soldiers.,18,67,-352.0,He showed the same , with his children as with his soldiers.,trial,TextBlock[He showed the sam...],"FixationSequence[Fixation[332,534], ..., Fixation[1409,534]]",N,"FixationSequence[Fixation[332,534], ..., Fixation[1409,534]]","FixationSequence[Fixation[410,534], ..., Fixation[1409,534]]","FixationSequence[Fixation[410,534], ..., Fixation[1409,534]]",12.0,1075.0,161.0,1075.0,161.0,1075.0,161.0,1075.0,161.0,1075.0,161.0,1075.0,161.0,1075.0,161.0,1075.0,161.0,cognate
12,64,41,"['trial 13 start', 'trial 13 end']","FixationSequence[Fixation[332,541], ..., Fixation[1304,552]]",complex,4,northern,nordico ,It's actually between X Spain and the south of France.,21,61,-304.0,It's actually between , Spain and the south of France.,trial,TextBlock[It's actually bet...],"FixationSequence[Fixation[332,534], ..., Fixation[1304,534]]",N,"FixationSequence[Fixation[332,534], ..., Fixation[1304,534]]","FixationSequence[Fixation[387,534], ..., Fixation[1304,534]]","FixationSequence[Fixation[387,534], ..., Fixation[1304,534]]",13.0,652.0,189.0,652.0,189.0,652.0,189.0,652.0,189.0,652.0,189.0,652.0,189.0,652.0,189.0,652.0,189.0,cognate
13,64,42,"['trial 14 start', 'trial 14 end']","FixationSequence[Fixation[322,533], ..., Fixation[1361,560]]",complex,3,eruption,eruzione,They are prepared for a potential X whenever it may come.,33,64,-112.0,They are prepared for a potential , whenever it may come.,trial,TextBlock[They are prepared...],"FixationSequence[Fixation[322,534], ..., Fixation[1361,534]]",N,"FixationSequence[Fixation[322,534], ..., Fixation[1361,534]]","FixationSequence[Fixation[378,534], ..., Fixation[1361,534]]","FixationSequence[Fixation[378,534], ..., Fixation[1361,534]]",14.0,889.0,197.0,889.0,197.0,889.0,197.0,889.0,197.0,889.0,197.0,889.0,197.0,889.0,197.0,889.0,197.0,cognate
14,64,46,"['trial 15 start', 'trial 15 end']","FixationSequence[Fixation[328,523], ..., Fixation[1252,552]]",complex,2,bandages,hkyqmfrp,Please change your X every two days for it to heal.,18,58,-352.0,Please change your , every two days for it to heal.,trial,TextBlock[Please change you...],"FixationSequence[Fixation[328,534], ..., Fixation[1252,534]]",N,"FixationSequence[Fixation[328,534], ..., Fixation[1252,534]]","FixationSequence[Fixation[376,534], ..., Fixation[1252,534]]","FixationSequence[Fixation[376,534], ..., Fixation[1252,534]]",15.0,1157.0,172.0,1157.0,172.0,1157.0,172.0,1157.0,172.0,1157.0,172.0,1157.0,172.0,1157.0,172.0,1157.0,172.0,illegal_nonword
15,64,47,"['trial 16 start', 'trial 16 end']","FixationSequence[Fixation[336,537], ..., Fixation[1376,558]]",simple,3,resource,risorsa ,It's an amazing X for young students interested in biology.,15,66,-400.0,It's an amazing , for young students interested in biology.,trial,TextBlock[It's an amazing r...],"FixationSequence[Fixation[336,534], ..., Fixation[1376,534]]",N,"FixationSequence[Fixation[336,534], ..., Fixation[1376,534]]","FixationSequence[Fixation[383,534], ..., Fixation[1376,534]]","FixationSequence[Fixation[383,534], ..., Fixation[1376,534]]",16.0,776.0,203.0,776.0,203.0,776.0,203.0,776.0,203.0,776.0,203.0,776.0,203.0,776.0,203.0,776.0,203.0,cognate
16,64,48,"['trial 17 start', 'trial 17 end']","FixationSequence[Fixation[336,541], ..., Fixation[1497,543]]",complex,4,gracious,vkmlyhjw,While still sounding X and complimenting his employees he resigned.,20,74,-320.0,While still sounding , and complimenting his employees he resigned.,trial,TextBlock[While still sound...],"FixationSequence[Fixation[336,534], ..., Fixation[1497,534]]",N,"FixationSequence[Fixation[336,534], ..., Fixation[1497,534]]","FixationSequence[Fixation[387,534], ..., Fixation[1497,534]]","FixationSequence[Fixation[387,534], ..., Fixation[1497,534]]",17.0,385.0,385.0,1086.0,,385.0,385.0,1086.0,,385.0,385.0,1086.0,,385.0,385.0,1086.0,,illegal_nonword
17,64,49,"['trial 18 start', 'trial 18 end']","FixationSequence[Fixation[334,532], ..., Fixation[1327,576]]",complex,2,sculptor,sculptor,Charles was the only X to have understood what I wanted.,20,63,-320.0,Charles was the only , to have understood what I wanted.,trial,TextBlock[Charles was the o...],"FixationSequence[Fixation[334,534], ..., Fixation[1327,534]]",N,"FixationSequence[Fixation[334,534], ..., Fixation[1327,534]]","FixationSequence[Fixation[376,534], ..., Fixation[1327,534]]","FixationSequence[Fixation[376,534], ..., Fixation[1327,534]]",18.0,512.0,285.0,512.0,285.0,512.0,285.0,512.0,285.0,512.0,285.0,512.0,285.0,512.0,285.0,512.0,285.0,identical
18,64,53,"['trial 19 start', 'trial 19 end']","FixationSequence[Fixation[324,519], ..., Fixation[1273,560]]",complex,1,zealous,teamosi,Max was a little X at first when talking to strangers.,16,60,-384.0,Max was a little , at first when talking to strangers.,trial,TextBlock[Max was a little ...],"FixationSequence[Fixation[324,534], ..., Fixation[1273,534]]",N,"FixationSequence[Fixation[324,534], ..., Fixation[1273,534]]","FixationSequence[Fixation[355,534], ..., Fixation[1273,534]]","FixationSequence[Fixation[355,534], ..., Fixation[1273,534]]",19.0,782.0,151.0,782.0,151.0,782.0,151.0,782.0,151.0,782.0,151.0,782.0,151.0,782.0,151.0,782.0,151.0,legal_nonword
19,64,54,"['trial 20 start', 'trial 20 end']","FixationSequence[Fixation[316,512], ..., Fixation[1185,553]]",simple,2,mountain,mountain,Reducing some of this X of paper would be nice.,21,54,-304.0,Reducing some of this , of paper would be nice.,trial,TextBlock[Reducing some of ...],"FixationSequence[Fixation[316,534], ..., Fixation[1185,534]]",N,"FixationSequence[Fixation[316,534], ..., Fixation[1185,534]]","FixationSequence[Fixation[316,534], ..., Fixation[1185,534]]","FixationSequence[Fixation[316,534], ..., Fixation[1185,534]]",20.0,247.0,247.0,890.0,,247.0,247.0,890.0,,247.0,247.0,890.0,,247.0,247.0,890.0,,identical
20,64,55,"['trial 21 start', 'trial 21 end']","FixationSequence[Fixation[344,528], ..., Fixation[1131,539]]",simple,3,plaque,placca,Choosing the right X to buy is not quite easy.,18,51,-352.0,Choosing the right , to buy is not quite easy.,trial,TextBlock[Choosing the righ...],"FixationSequence[Fixation[344,534], ..., Fixation[1131,534]]",N,"FixationSequence[Fixation[344,534], ..., Fixation[1131,534]]","FixationSequence[Fixation[344,534], ..., Fixation[1131,534]]","FixationSequence[Fixation[344,534], ..., Fixation[1131,534]]",21.0,809.0,202.0,809.0,202.0,809.0,202.0,809.0,202.0,809.0,202.0,809.0,202.0,809.0,202.0,809.0,202.0,cognate
21,64,56,"['trial 22 start', 'trial 22 end']","FixationSequence[Fixation[334,535], ..., Fixation[1384,560]]",complex,3,audible,aifible,The dog is definitely X when he spots a cat down the street.,21,66,-304.0,The dog is definitely , when he spots a cat down the street.,trial,TextBlock[The dog is defini...],"FixationSequence[Fixation[334,534], ..., Fixation[1384,534]]",N,"FixationSequence[Fixation[334,534], ..., Fixation[1422,534]]","FixationSequence[Fixation[385,534], ..., Fixation[1384,534]]","FixationSequence[Fixation[385,534], ..., Fixation[1422,534]]",22.0,235.0,235.0,1057.0,,235.0,235.0,1057.0,,235.0,235.0,1057.0,,235.0,235.0,1057.0,,legal_nonword
